Account or Security,Coupon,Maturity Date,Quantity,Cost Value,Market Value,Year,Industry
COMMONSPIRIT HEALTH 2.76% DUE ,1.55,10/01/25,1045000,1045000,950226.9,2023,
COMMONSPIRIT HEALTH 2.76% DUE ,6.07,11/01/27,413000,413000,420763.68,2023,
COMMONSPIRIT HEALTH 2.76% DUE ,6.07,11/01/27,270000,275067.9,275075.53,2023,
COMMONSPIRIT HEALTH 2.76% DUE ,2.76,10/01/24,65000,65000,62570.99,2023,
COMMONWEALTH BK AUSTR NY,3.75,10/15/14,340000,338956.2,340826.88,2009,
COMMONWEALTH BK AUSTR NY,3.75,10/15/14,340000,338956.2,352717.02,2010,
COMMONWEALTH BK AUSTR NY,3.75,10/15/14,340000,338956.2,350302,2011,
COMMONWEALTH BK AUSTR NY,3.75,10/15/14,110000,109662.3,115643,2012,
COMMONWEALTH BK AUSTR NY,4.7,04/15/15,450000,496395,489078.9,2012,
COMMONWEALTH BK AUSTR NY,1.63,01/15/14,1328000,1352028.12,1342303.87,2012,
COMMONWEALTH BK AUSTR NY,1.95,03/16/15,700000,699734,718298.7,2012,
COMMONWEALTH BK AUSTR NY,1.63,01/15/14,475000,483147.75,480116.22,2012,
COMMONWEALTH BK AUSTR NY,3.75,10/15/14,110000,109662.3,112804.34,2013,
COMMONWEALTH BK AUSTR NY,4.7,04/15/15,450000,496395,472631.85,2013,
COMMONWEALTH BK AUSTR NY,1.95,03/16/15,1060000,1066278.8,1077713.66,2013,
COMMONWEALTH BK AUSTR NY,2.15,01/15/19,385000,384145.3,387875.95,2014,
COMMONWEALTH BK AUSTR NY,4.7,04/15/15,450000,496395,455094,2014,
COMMONWEALTH BK AUSTR NY,1.125,03/13/17,1600000,1599157,1594353.6,2014,
COMMONWEALTH BK AUSTR NY,1.95,03/16/15,1500000,1525515,1504555.5,2014,
COMMONWEALTH BK AUSTR NY,1.4,09/08/17,470000,469600.5,467447.9,2014,
COMMONWEALTH BK AUSTR NY,3.25,03/17/16,2200000,2282918,2263760.4,2014,
COMMONWEALTH BK AUSTR NY,0.435,06/03/16,2200000,2200000,2199604,2014,
COMMONWEALTH BK AUSTR NY,2.15,01/15/19,385000,384145.3,383209.36,2015,
COMMONWEALTH BK AUSTR NY,1.625,03/12/18,430000,429462.5,428558.64,2015,
COMMONWEALTH BK AUSTR NY,1.125,03/13/17,1600000,1599157,1596228.8,2015,
COMMONWEALTH BK AUSTR NY,5.95,08/15/16,1275000,1331712,1309986,2015,
COMMONWEALTH BK AUSTR NY,1.95,09/01/16,1710000,1722652.7,1713514.05,2015,
COMMONWEALTH BK AUSTR NY,1.75,11/02/18,305000,304768.2,302787.22,2015,
COMMONWEALTH BK AUSTR NY,1.63,03/12/18,430000,429462.5,429681.8,2016,
COMMONWEALTH BK AUSTR NY,2.15,01/15/19,415000,420108.65,416492.76,2016,
COMMONWEALTH BK AUSTR NY,1.38,09/06/18,450000,449293.5,447059.25,2016,
COMMONWEALTH BK AUSTR NY,1.38,09/06/18,879000,877619.97,873255.74,2016,
COMMONWEALTH BK AUSTR NY,2.15,01/15/19,415000,420108.65,415082.17,2017,
COMMONWEALTH BK AUSTR NY,2.05,09/18/20,560000,559725.6,554129.52,2017,
COMMONWEALTH BK AUSTR NY,2.24,03/10/22,165000,165000,165829.46,2017,
COMMONWEALTH BK AUSTR NY,1.38,09/06/18,879000,877619.97,875844.39,2017,
COMMONWEALTH BK AUSTR NY,1.99,03/10/20,1000000,1000000,1004622,2017,
COMMONWEALTH BK AUSTR NY,2.15,01/15/19,415000,420108.65,414004.83,2018,
COMMONWEALTH BK AUSTR NY,2.05,09/18/20,560000,559725.6,545263.6,2018,
COMMONWEALTH BK AUSTR NY,2.3,09/06/19,2800000,2781548,2779520.8,2018,
COMMONWEALTH BK AUSTR NY,1.38,09/06/18,879000,877619.97,877505.7,2018,
COMMONWEALTH BK AUSTR NY,2.78,03/10/20,1000000,1000000,1003604,2018,
COMMONWEALTH BK AUSTR NY,3.32,06/04/24,270000,270000,271193.4,2019,
COMMONWEALTH BK AUSTR NY,2.3,09/06/19,2800000,2781548,2799728.4,2019,
COMMONWEALTH BK AUSTR NY,2.3,03/12/20,1052000,1039128.8,1051738.05,2019,
COMMONWEALTH BK AUSTR NY,5,03/19/20,1626000,1661121.6,1656715.14,2019,
COMMONWEALTH BK AUSTR NY,2.9,03/10/20,1000000,1000000,1002558,2019,
COMMONWEALTH BK AUSTR NY,1.15,06/04/24,270000,270000,272849.18,2020,
COMMONWEALTH BK AUSTR NY,3.78,03/14/32,375000,375000,330352.07,2022,
COMMONWEALTH BK AUSTR NY,2.3,03/14/25,420000,420000,404854.85,2022,
COMMONWEALTH BK AUSTR NY,1.84,06/15/26,500000,500000,491230,2022,
COMMONWEALTH BK AUSTR NY,5.32,03/13/26,1000000,1000000,1002758.28,2023,
COMMONWEALTH BK AUSTR NY,0.38,09/11/25,200000,199170,181312.53,2023,
COMPASS BK BIRMINGHAM ALA 2.75,2.75,09/29/19,1583000,1579256.92,1582859.11,2019,
COMWLTH BK 1.75% DUE 11-07-201,1.75,11/07/19,1900000,1897511,1884165.4,2016,
COMWLTH BK 1.75% DUE 11-07-201,1.75,11/07/19,245000,244679.05,242958.17,2016,
COMWLTH BK 1.75% DUE 11-07-201,1.63,03/12/18,430000,429462.5,429920.45,2017,
COMWLTH BK 1.75% DUE 11-07-201,1.75,11/07/19,1900000,1897511,1880616.2,2017,
COMWLTH BK 1.75% DUE 11-07-201,2.5,09/20/18,250000,252427.5,250847.5,2017,
COMWLTH BK 1.75% DUE 11-07-201,1.75,11/07/19,1900000,1897511,1867321.9,2018,
COMWLTH BK 1.75% DUE 11-07-201,2.5,09/20/18,250000,252427.5,250021.5,2018,
CONAGRA BRANDS INC .5% DUE 08-,0.5,08/11/23,140000,139736.8,134943.97,2022,
CONAGRA BRANDS INC .5% DUE 08-,1.38,11/01/27,250000,216302.5,211707.17,2023,
CONAGRA INC,1.3,01/25/16,420000,420833.7,420727.86,2013,
CONAGRA INC,1.3,01/25/16,265000,265526.02,264954.16,2014,
CONAGRA INC,1.3,01/25/16,190000,191514.3,189967.13,2014,
CONAGRA INC,1.3,01/25/16,190000,191514.3,190027.74,2015,
CONCHO RES INC 3.75% DUE 10-01,3.75,10/01/27,635000,640541.45,643291.2,2017,
CONCHO RESOURCES INC 4.3% 06-1,4.3,08/15/28,1030000,1026498,1032394.75,2018,
CONCHO RESOURCES INC 4.3% 06-1,4.3,08/15/28,460000,458436,495312.82,2019,
CONNECTICUT LIGHT & POWER CO 1,2.5,01/15/23,150000,148905,151237.95,2019,
CONNECTICUT LIGHT & POWER CO 1,2.5,01/15/23,150000,148905,156137.04,2020,
CONNECTICUT LIGHT & POWER CO 1,0.75,12/01/25,140000,139945.4,138235.56,2021,
CONNECTICUT LIGHT & POWER CO 1,0.75,12/01/25,140000,139945.4,125963.92,2022,
CONNECTICUT LIGHT & POWER CO 1,0.75,12/01/25,140000,139945.4,125302.61,2023,
CONOCO PHILLIPS COMPANY,4.6,01/15/15,700000,699377,743393,2009,oil_gas
CONOCO PHILLIPS COMPANY,4.6,01/15/15,700000,699377,762959.4,2010,oil_gas
CONOCO PHILLIPS COMPANY,6,01/15/20,150000,186570,185240.4,2011,oil_gas
CONOCO PHILLIPS COMPANY,6,01/15/20,150000,186570,190354.65,2012,oil_gas
CONOCO PHILLIPS COMPANY,4.6,01/15/15,1000000,1117260,1080696,2012,oil_gas
CONOCO PHILLIPS COMPANY,6,01/15/20,150000,186570,175967.4,2013,oil_gas
CONOCO PHILLIPS COMPANY,4.6,01/15/15,1000000,1117260,1042375,2013,oil_gas
CONOCO PHILLIPS COMPANY,6,01/15/20,150000,186570,174291.3,2014,oil_gas
CONOCO PHILLIPS COMPANY,6,01/15/20,150000,186570,167115.9,2015,oil_gas
CONOCO PHILLIPS COMPANY,1.5,05/15/18,240000,239971.2,235601.28,2015,oil_gas
CONOCO PHILLIPS COMPANY,5.625,10/15/16,2300000,2408199.5,2375584.9,2015,oil_gas
CONOCO PHILLIPS COMPANY,0.692,05/15/18,950000,945516,943008,2015,oil_gas
CONOCO PHILLIPS COMPANY,1.5,05/15/18,150000,149955.3,147250.8,2015,oil_gas
CONOCO PHILLIPS COMPANY,4.2,03/15/21,700000,763210,743554.7,2016,oil_gas
CONOCO PHILLIPS COMPANY,1.5,05/15/18,420000,419190,418582.5,2016,oil_gas
CONOCO PHILLIPS COMPANY,1.5,05/15/18,150000,149955.3,149493.75,2016,oil_gas
CONOCO PHILLIPS COMPANY,4.2,03/15/21,560000,610568,588878.08,2017,oil_gas
CONOCO PHILLIPS COMPANY,2.88,11/15/21,400000,408172,404649.6,2017,oil_gas
CONOCO PHILLIPS COMPANY,0,03/08/24,80000,79975.2,78424.45,2022,oil_gas
CONOCO PHILLIPS COMPANY,0,03/07/25,260000,259693.2,250924.99,2022,oil_gas
CONOCO PHILLIPS COMPANY,2.4,03/07/25,29000,28965.78,27640.51,2023,oil_gas
CONS EDISON,5.38,12/15/15,135000,135693.9,145890.18,2009,
CONSOLIDATED EDISON CO N Y INC,3.35,04/01/30,350000,324418.5,317957.75,2023,
CONSTELLATION 2.25% 11-06-2020,2.25,11/06/20,395000,394225.8,391375.88,2017,
CONSTELLATION 2.25% 11-06-2020,2.25,11/06/20,670000,662840.3,653858.36,2018,
CONSTELLATION BRANDS INC 3.875,3.88,11/15/19,195000,203494.55,200287.04,2017,
CONSTELLATION BRANDS INC 3.875,3.88,11/15/19,195000,203494.55,197038.73,2018,
CONSTELLATION BRANDS INC 3.875,3.6,05/09/24,160000,159905.6,159404.25,2022,
CONSTELLATION BRANDS INC 3.875,5,02/02/26,180000,180182,179326.39,2023,
CONSTELLATION ENERGY GENERATIO,5.8,03/01/33,125000,128228.65,127954.06,2023,
CONSUMERS ENERGY COMPANY,5.5,08/15/16,410000,471057.2,473533.6,2012,
CONSUMERS ENERGY COMPANY,5.5,08/15/16,410000,471057.2,457139.34,2013,
CONSUMERS ENERGY COMPANY,5.5,08/15/16,202000,232081.84,216743.98,2014,
CONSUMERS ENERGY COMPANY,5.5,08/15/16,202000,232081.84,207359.46,2015,
CONSUMERS ENERGY COMPANY,2.85,05/15/22,420000,412011.6,413896.98,2018,
CONSUMERS ENERGY COMPANY,2.85,05/15/22,420000,412011.6,427788.06,2019,
CONSUMERS ENERGY COMPANY,3.38,08/15/23,5240000,5202130.52,5227027.8,2023,
COOPER US INC,5.45,04/01/15,1500000,1595760,1585710,2013,
COOPER US INC,5.45,04/01/15,1500000,1595760,1518180,2014,
COOPERATIEVE CENTRALE RAIFFEIS,2.18,01/10/22,270000,270000,273875.31,2017,
COOPERATIEVE CENTRALE RAIFFEIS,3.17,01/10/22,270000,270000,273417.12,2018,
COOPERATIEVE CENTRALE RAIFFEIS,3.13,04/26/21,708000,705833.52,705287.65,2018,
COOPERATIEVE CENTRALE RAIFFEIS,3.13,04/26/21,290000,289112.6,288889.01,2018,
COOPERATIEVE CENTRALE RAIFFEIS,2.79,04/26/21,2800000,2800000,2802072,2018,
COOPERATIEVE CENTRALE RAIFFEIS,3.13,04/26/21,708000,705833.52,719292.6,2019,
COOPERATIEVE CENTRALE RAIFFEIS,3.13,04/26/21,290000,289112.6,294625.5,2019,
COOPERATIEVE CENTRALE RAIFFEIS,3.13,04/26/21,708000,705833.52,724053.33,2020,
COOPERATIEVE CENTRALE RAIFFEIS,2.5,01/19/21,2000000,2013420,2023888.64,2020,
COOPERATIEVE CENTRALE RAIFFEIS,0.32,01/12/24,1085000,1085000,1088244.15,2021,
COOPERATIEVE CENTRALE RAIFFEIS,2.75,01/10/22,2557000,2593513.96,2591681.08,2021,
COOPERATIEVE CENTRALE RAIFFEIS,5,01/13/25,613000,612908.05,608135.78,2023,
COOPERATIEVE CENTRALE RAIFFEIS,3.88,08/22/24,3500000,3498390,3428308.28,2023,
COOPERATIEVE RABOBANK UA/NY 2,2.75,01/10/23,1289000,1310216.94,1288433.63,2022,
COREBRIDGE FINL INC SR NT 144A,3.9,04/05/32,235000,234652.2,204190.82,2023,
CORNING INC,1.5,05/08/18,270000,269748.9,265326.03,2015,
CORNING INC,1.5,05/08/18,270000,269748.9,269204.31,2016,
CORNING INC,1.5,05/08/18,270000,269748.9,269576.37,2017,
COSTCO WHOLESALE CORP,0.65,12/07/15,540000,539357.4,540297,2012,
COSTCO WHOLESALE CORP,0.65,12/07/15,540000,539357.4,540994.14,2013,
COSTCO WHOLESALE CORP,2.15,05/18/21,473000,462232.89,462641.77,2018,
COSTCO WHSL CORP 1.75% DUE 02-,1.13,12/15/17,25000,24966.25,24975.85,2016,
COSTCO WHSL CORP 1.75% DUE 02-,1.75,02/15/20,160000,159588.8,158983.2,2017,
COSTCO WHSL CORP 1.75% DUE 02-,1.75,02/15/20,160000,159588.8,157475.52,2018,
COVIDIEN INTL FIN,3.2,06/15/22,260000,259199.2,272193.22,2012,
COVIDIEN INTL FIN,1.35,05/29/15,435000,434860.8,440886.42,2012,
COVIDIEN INTL FIN,1.35,05/29/15,215000,214931.2,217909.38,2012,
COVIDIEN INTL FIN,1.88,06/15/13,905000,915307.95,911117.8,2012,
COVIDIEN INTL FIN,3.2,06/15/22,260000,259199.2,250714.36,2013,
COVIDIEN INTL FIN,1.35,05/29/15,435000,434860.8,438191.16,2013,
COVIDIEN INTL FIN,1.35,05/29/15,215000,214931.2,216577.24,2013,
COVIDIEN INTL FIN,3.2,06/15/22,260000,259199.2,262336.36,2014,
COVIDIEN INTL FIN,1.35,05/29/15,435000,434860.8,436305.44,2014,
COVIDIEN INTL FIN,1.35,05/29/15,100000,100928,100300.1,2014,
COVIDIEN INTL FIN,3.2,06/15/22,260000,259199.2,260628.16,2015,
COVIDIEN INTL FIN,6,10/15/17,1400000,1489278,1449868,2016,
COX COMMUNICATIONS INC NEW 2.9,2.95,06/30/23,805000,782171.22,757572.62,2016,
COX COMMUNICATIONS INC NEW 2.9,2.95,06/30/23,1259000,1230455.36,1241098.28,2017,
COX COMMUNICATIONS INC NEW 2.9,2.95,06/30/23,1259000,1230455.36,1192760.23,2018,
COX COMMUNICATIONS INC NEW 2.9,2.95,06/30/23,1259000,1230455.36,1270201.32,2019,
COX COMMUNICATIONS INC NEW 2.9,2.95,06/30/23,1259000,1230455.36,1326298.94,2020,
COX COMMUNICATIONS INC NEW 2.9,5.45,09/15/28,835000,834924.85,834245.64,2023,
CR SUISSE AG,2.2,01/14/14,345000,344582.55,341200.51,2011,
CR SUISSE AG,2.2,01/14/14,570000,571834.8,578698.2,2012,
CR SUISSE AG,2.2,01/14/14,550000,555940,558393,2012,
CR SUISSE AG,2.2,01/14/14,550000,555940,550346.5,2013,
CR SUISSE AG NEW 1.7% DUE 04-2,1.7,04/27/18,270000,269703,269799.12,2017,
CR SUISSE AG NEW 1.7% DUE 04-2,1.75,01/29/18,2700000,2698434,2700021.6,2017,
CR SUISSE GROUP 2.75% DUE 03-2,2.75,03/26/20,900000,910449,903509.1,2017,
CR SUISSE GROUP 2.75% DUE 03-2,2.75,03/26/20,900000,910449,890161.2,2018,
CRED SUI FB USA,6.13,11/15/11,345000,353915.6,372042.48,2009,
CRED SUI FB USA,6.13,11/15/11,345000,353915.6,361478.92,2010,
CRED SUIS NY,1.36,01/14/14,1400000,1417892,1354974.6,2011,
CRED SUIS NY,1.3,01/14/14,1400000,1417892,1408110.2,2012,
CRED SUIS NY,1.204,01/14/14,3550000,3581609,3550997.55,2013,
CREDIT AGRICOLE S A LONDON BRH,8.38,08/15/39,240000,240000,254400,2009,
CREDIT AGRICOLE S A LONDON BRH,8.38,12/13/49,240000,240000,246600,2010,
CREDIT AGRICOLE S A LONDON BRH,8.38,12/13/49,240000,240000,180000,2011,
CREDIT AGRICOLE S A LONDON BRH,1.462,10/03/16,1798000,1805227.01,1803438.95,2015,
CREDIT AGRICOLE S A LONDON BRH,3,10/01/17,2700000,2746409,2728452.6,2016,
CREDIT AGRICOLE S A LONDON BRH,2.63,10/03/18,1068000,1079175.16,1072687.45,2017,
CREDIT AGRICOLE S A LONDON BRH,2.5,04/15/19,1900000,1915162,1906353.6,2017,
CREDIT AGRICOLE S A LONDON BRH,3.38,04/24/23,550000,550000,548447.35,2018,
CREDIT AGRICOLE S A LONDON BRH,2.63,10/03/18,1068000,1079175.16,1068148.45,2018,
CREDIT AGRICOLE S A LONDON BRH,2.5,04/15/19,1900000,1915162,1895871.3,2018,
CREDIT AGRICOLE S A LONDON BRH,3.6,04/24/23,550000,550000,548602.45,2019,
CREDIT AGRICOLE S A LONDON BRH,2.86,11/02/20,2235000,2235000,2224964.85,2019,
CREDIT AGRICOLE S A LONDON BRH,2.98,05/03/21,2200000,2200000,2199989,2019,
CREDIT AGRICOLE S A LONDON BRH,2.75,06/10/20,488000,482246.48,490052.53,2019,
CREDIT AGRICOLE S A LONDON BRH,2.04,04/24/23,550000,550000,550591.97,2020,
CREDIT AGRICOLE S A LONDON BRH,2.38,07/01/21,810000,810615.6,825186.27,2020,
CREDIT AGRICOLE S A LONDON BRH,0.84,11/02/20,2235000,2235000,2237325.45,2020,
CREDIT AGRICOLE S A LONDON BRH,0.96,05/03/21,2200000,2200000,2206164.22,2020,
CREDIT AGRICOLE S A LONDON BRH,1.2,04/24/23,550000,550000,557287.03,2021,
CREDIT AGRICOLE S A LONDON BRH,1.2,04/24/23,700000,710045,709274.4,2021,
CREDIT AGRICOLE S A LONDON BRH,2.38,07/01/21,810000,810615.6,810000,2021,
CREDIT AGRICOLE S A LONDON BRH,3.75,04/24/23,2557000,2710577.95,2704017.81,2021,
CREDIT AGRICOLE S A LONDON BRH,3.38,01/10/22,1330000,1363153.92,1351337.4,2021,
CREDIT AGRICOLE S A LONDON BRH,1.31,02/02/27,653000,653000,561277.01,2022,
CREDIT AGRICOLE S A LONDON BRH,2.2,04/24/23,550000,550000,549916.29,2022,
CREDIT AGRICOLE S A LONDON BRH,3.25,10/04/24,250000,268250,243731.73,2022,
CREDIT AGRICOLE S A LONDON BRH,3.75,04/24/23,2400000,2531856,2397839.86,2022,
CREDIT AGRICOLE S A LONDON BRH,2.2,04/24/23,700000,710045,699893.46,2022,
CREDIT AGRICOLE S A LONDON BRH,3.75,04/24/23,5398000,5713628.59,5393141.48,2022,
CREDIT AGRICOLE S A LONDON BRH,3.25,10/04/24,250000,268250,240789.58,2023,
CREDIT AGRICOLE S A LONDON BRH,5.57,02/28/25,4419000,4419000,4381814.73,2023,
CREDIT AGRICOLE S A LONDON BRH,1.91,06/16/26,345000,345000,317579.01,2023,
CREDIT SUISSE AG NEW YORK BRH,1.7,04/27/18,270000,269703,269404.92,2016,
CREDIT SUISSE AG NEW YORK BRH,1.7,04/27/18,860000,855149.6,858104.56,2016,
CREDIT SUISSE AG NEW YORK BRH,1.75,01/29/18,2700000,2698434,2694640.5,2016,
CREDIT SUISSE AG NEW YORK BRH,1.38,05/26/17,2500000,2499750,2500580,2016,
CREDIT SUISSE AG NEW YORK BRH,5.3,08/13/19,2700000,2813751,2768628.6,2018,
CREDIT SUISSE AG NEW YORK BRH,2.75,03/26/20,900000,910449,901406.7,2019,
CREDIT SUISSE AG NEW YORK BRH,5.3,08/13/19,2700000,2813751,2708572.5,2019,
CREDIT SUISSE AG NEW YORK BRH,2.1,11/12/21,250000,249970,255228.26,2020,
CREDIT SUISSE AG NEW YORK BRH,3.45,04/16/21,400000,406476,409484.4,2020,
CREDIT SUISSE AG NEW YORK BRH,0.51,02/04/22,4250000,4250000,4230930.51,2020,
CREDIT SUISSE AG NEW YORK BRH,2.1,11/12/21,1180000,1179858.4,1204677.41,2020,
CREDIT SUISSE AG NEW YORK BRH,0.51,02/04/22,1700000,1700000,1692372.2,2020,
CREDIT SUISSE AG NEW YORK BRH,2.1,11/12/21,1487000,1486821.56,1518097.72,2020,
CREDIT SUISSE AG NEW YORK BRH,0.51,02/04/22,2708000,2708000,2695849.37,2020,
CREDIT SUISSE AG NEW YORK BRH,1.31,02/02/27,653000,653000,639581.24,2021,
CREDIT SUISSE AG NEW YORK BRH,0.5,02/02/24,1098000,1098000,1093473.92,2021,
CREDIT SUISSE AG NEW YORK BRH,3.63,09/09/24,250000,272047.5,271605.85,2021,
CREDIT SUISSE AG NEW YORK BRH,0.47,02/04/22,4250000,4250000,4256933.07,2021,
CREDIT SUISSE AG NEW YORK BRH,2.1,11/12/21,1180000,1179858.4,1188073.67,2021,
CREDIT SUISSE AG NEW YORK BRH,0.47,02/04/22,1700000,1700000,1702773.23,2021,
CREDIT SUISSE AG NEW YORK BRH,2.1,11/12/21,1487000,1486821.56,1497174.19,2021,
CREDIT SUISSE AG NEW YORK BRH,0.47,02/04/22,2708000,2708000,2712417.59,2021,
CREDIT SUISSE AG NEW YORK BRH,3.7,02/21/25,1100000,1100198,1074051,2022,
CREDIT SUISSE AG NEW YORK BRH,0.52,08/09/23,3200000,3166596,3087012.58,2022,
CREDIT SUISSE AG NEW YORK BRH,0.52,08/09/23,2081000,2081000,2007522.87,2022,
CREDIT SUISSE AG NEW YORK BRH,3.7,02/21/25,1100000,1100198,1051164.73,2023,
CREDIT SUISSE AG NEW YORK BRH,0.52,08/09/23,400000,387408,396836,2023,
CREDIT SUISSE AG NEW YORK BRH,0.52,08/09/23,3200000,3166596,3174688,2023,
CREDIT SUISSE NEW YORK,5,05/15/13,1300000,1341340,1321401.9,2012,
CREDIT SUISSE NEW YORK,3.5,03/23/15,3200000,3328468,3313065.6,2013,
CREDIT SUISSE NEW YORK,3,10/29/21,500000,498635,497666,2014,
CREDIT SUISSE NEW YORK,1.375,05/26/17,860000,858665.8,857466.44,2014,
CREDIT SUISSE NEW YORK,1.375,05/26/17,245000,244928.95,244278.23,2014,
CREDIT SUISSE NEW YORK,3,10/29/21,500000,498635,498010.5,2015,
CREDIT SUISSE NEW YORK,1.75,01/29/18,430000,429750.6,428792.13,2015,
CREDIT SUISSE NEW YORK,1.7,04/27/18,270000,269703,268061.4,2015,
CREDIT SUISSE NEW YORK,1.7,04/27/18,860000,855149.6,853825.2,2015,
CREDIT SUISSE NEW YORK,1.7,04/27/18,235000,234741.5,233312.7,2015,
CRESTWOOD MIDSTREAM PART,6,02/01/29,100000,93919.5,93375,2023,oil_gas
CRH AMER INC,4.125,01/15/16,600000,619212,617442,2014,
CRH AMERICA INC BNDS 3.8,3.88,05/18/25,220000,237366.8,242650.05,2020,
CRH AMERICA INC BNDS 3.8,3.88,05/18/25,220000,237366.8,241095.95,2021,
CRH AMERICA INC BNDS 3.8,3.88,05/18/25,220000,237366.8,218740.01,2022,
CRH AMERICA INC BNDS 3.8,3.88,05/18/25,220000,237366.8,211824.67,2023,
CROWN CASTLE INTL CORP NEW 1.3,2.25,09/01/21,185000,178648.95,177342.48,2018,
CROWN CASTLE INTL CORP NEW 1.3,2.25,09/01/21,185000,178648.95,184174.9,2019,
CROWN CASTLE INTL CORP NEW 1.3,3.15,07/15/23,600000,638682,640293.36,2020,
CROWN CASTLE INTL CORP NEW 1.3,1.35,07/15/25,100000,99736,100712.63,2020,
CROWN CASTLE INTL CORP NEW 1.3,2.1,04/01/31,215000,214023.9,209522.92,2021,
CROWN CASTLE INTL CORP NEW 1.3,1.05,07/15/26,215000,214324.9,209979.08,2021,
CROWN CASTLE INTL CORP NEW 1.3,3.15,07/15/23,600000,638682,629894.07,2021,
CROWN CASTLE INTL CORP NEW 1.3,1.35,07/15/25,100000,99736,100680.64,2021,
CROWN CASTLE INTL CORP NEW 1.3,3.15,07/15/23,600000,638682,593474.41,2022,
CROWN CASTLE INTL CORP NEW 1.3,1.35,07/15/25,100000,99736,91405,2022,
CROWN CASTLE INTL CORP NEW 1.3,4.8,09/01/28,311000,310294.03,301681.7,2023,
CROWN CASTLE INTL CORP NEW 1.3,1.35,07/15/25,100000,99736,91424.26,2023,
CROWN CASTLE INTL CORP NEW 1.3,4.8,09/01/28,25000,24943.25,24250.94,2023,
CROWN CASTLE INTL CORP NEW 1.3,1.05,07/15/26,200000,177004,175090.63,2023,
CROWN CASTLE INTL CORP NEW 1.3,2.9,03/15/27,120000,111579.7,109806.79,2023,
CROWN CASTLE INTL CORP NEW 1.3,5.1,05/01/33,200000,199828,196536.87,2023,
CSL FINANCE PLC CSLAU 4 1/4 04,4.25,04/27/32,690000,687550.5,674624.96,2022,
CSX CORP,6.75,03/15/11,145000,161615.55,154001.02,2009,
CSX CORP 4.25% DUE 06-01-2021/,4.25,06/01/21,755000,789148.95,774679.83,2018,
CSX CORP 4.25% DUE 06-01-2021/,4.25,06/01/21,755000,789148.95,780137.73,2019,
CSX CORP 4.25% DUE 06-01-2021/,4.25,06/01/21,755000,789148.95,774207.86,2020,
CSX CORP 4.25% DUE 06-01-2021/,3.4,08/01/24,100000,99921,97627.35,2023,
CSX CORP 4.25% DUE 06-01-2021/,6.22,04/30/40,175000,193712.05,189214.47,2023,
CTL 1999-11 TR (CVS CORP BROOK,8.35,07/10/31,1060047.51,1424846.75,1365597.72,2016,
CTL 1999-11 TR (CVS CORP BROOK,8.35,07/10/31,1020281.24,1371958.68,1315241.49,2017,
CTL 1999-11 TR (CVS CORP BROOK,8.35,07/10/31,999353.95,1343818.04,1207784.21,2018,
CTL 1999-11 TRUST (CVS C,8.35,07/10/31,954520.73,1283531.4,1199739.01,2019,
CTL 1999-11 TRUST (CVS C,8.35,07/10/31,906068.47,1218378.3,1181846.22,2020,
CUBESMART L P SR NT 2.25% 12-1,2.25,12/15/28,150000,149451.75,126398.98,2023,
CVS CAREMARK CORP,5.75,06/01/17,10000,9861,10554.14,2009,
CVS CAREMARK CORP,5.75,06/01/17,10000,9861,11126.5,2010,
CVS CAREMARK CORP,5.75,06/01/17,10000,9861,11668.42,2011,
CVS CAREMARK CORP,5.75,06/01/17,5000,4930.5,5977.85,2012,
CVS CAREMARK CORP,5.75,06/01/17,5000,4930.5,5670.55,2013,
CVS CAREMARK CORP,1.2,12/05/16,385000,384853.7,385390.77,2013,
CVS CAREMARK CORP,1.2,12/05/16,130000,129950.6,130131.95,2013,
CVS CAREMARK CORP,1.2,12/05/16,995000,994621.9,996009.91,2013,
CVS CAREMARK CORP,1.2,12/05/16,520000,519802.4,520527.79,2013,
CVS CAREMARK CORP,5.75,06/01/17,3000,2958.3,3310.93,2014,
CVS CAREMARK CORP,1.2,12/05/16,385000,384853.7,386064.14,2014,
CVS CAREMARK CORP,1.2,12/05/16,195000,196232.4,195538.98,2014,
CVS CAREMARK CORP,5.75,06/01/17,3000,2958.3,3176.4,2015,
CVS CAREMARK CORP,1.2,12/05/16,385000,384853.7,385068.53,2015,
CVS CAREMARK CORP,2.8,07/20/20,660000,659511.6,662964.72,2015,
CVS CAREMARK CORP,3.875,07/20/25,745000,753686.7,760332.1,2015,
CVS CAREMARK CORP,1.9,07/20/18,620000,619566,619629.86,2015,
CVS CAREMARK CORP,1.9,07/20/18,2389000,2387327.7,2387573.75,2015,
CVS CAREMARK CORP,1.9,07/20/18,600000,599580,599641.8,2015,
CVS CAREMARK CORP,1.2,12/05/16,195000,196232.4,195034.71,2015,
CVS CAREMARK CORP,1.9,07/20/18,795000,800147.15,794525.38,2015,
CVS CAREMARK CORP,1.9,07/20/18,620000,619566,622382.66,2016,
CVS CAREMARK CORP,1.9,07/20/18,739000,738482.7,741839.98,2016,
CVS CAREMARK CORP,1.9,07/20/18,600000,599580,602305.8,2016,
CVS CAREMARK CORP,1.9,07/20/18,500000,503237.2,501921.5,2016,
CVS CAREMARK CORP,1.9,07/20/18,660000,668180.7,662536.38,2016,
CVS HEALTH CORP 2.625% DUE ,6.94,01/10/30,616132.26,728292.98,720535.87,2017,
CVS HEALTH CORP 2.625% DUE ,1.9,07/20/18,620000,619566,619813.38,2017,
